item_id,stage,timestamp,time_spent_minutes,previous_timestamp,time_between_stage,is_delayed
19,Shipping,2026-04-26 04:00:47.981137,133,2026-04-26 01:47:47.981137,133.0,True
20,Receiving,2026-04-25 17:48:47.981137,6,,,False
20,Storage,2026-04-25 18:23:47.981137,35,2026-04-25 17:48:47.981137,35.0,False
20,Picking,2026-04-25 18:55:47.981137,32,2026-04-25 18:23:47.981137,32.0,False
20,Packing,2026-04-25 20:50:47.981137,115,2026-04-25 18:55:47.981137,115.0,True
20,Shipping,2026-04-25 21:21:47.981137,31,2026-04-25 20:50:47.981137,31.0,False
21,Receiving,2026-04-25 17:53:47.981137,11,,,False
21,Storage,2026-04-25 21:48:47.981137,235,2026-04-25 17:53:47.981137,235.0,True
21,Picking,2026-04-25 22:48:47.981137,60,2026-04-25 21:48:47.981137,60.0,False
21,Packing,2026-04-26 00:36:47.981137,108,2026-04-25 22:48:47.981137,108.0,True
21,Shipping,2026-04-26 00:57:47.981137,21,2026-04-26 00:36:47.981137,21.0,False
22,Receiving,2026-04-25 17:58:47.981137,16,,,False
22,Storage,2026-04-25 19:25:47.981137,87,2026-04-25 17:58:47.981137,87.0,False
22,Picking,2026-04-25 19:45:47.981137,20,2026-04-25 19:25:47.981137,20.0,False
22,Packing,2026-04-25 20:38:47.981137,53,2026-04-25 19:45:47.981137,53.0,False
22,Shipping,2026-04-25 20:56:47.981137,18,2026-04-25 20:38:47.981137,18.0,False
23,Receiving,2026-04-25 17:51:47.981137,9,,,False
23,Storage,2026-04-25 19:50:47.981137,119,2026-04-25 17:51:47.981137,119.0,True
23,Picking,2026-04-25 21:52:47.981137,122,2026-04-25 19:50:47.981137,122.0,True
23,Packing,2026-04-26 00:01:47.981137,129,2026-04-25 21:52:47.981137,129.0,True
23,Shipping,2026-04-26 00:29:47.981137,28,2026-04-26 00:01:47.981137,28.0,False
24,Receiving,2026-04-25 17:52:47.981137,10,,,False
24,Storage,2026-04-25 19:19:47.981137,87,2026-04-25 17:52:47.981137,87.0,False
24,Picking,2026-04-25 19:49:47.981137,30,2026-04-25 19:19:47.981137,30.0,False
24,Packing,2026-04-25 19:54:47.981137,5,2026-04-25 19:49:47.981137,5.0,False
24,Shipping,2026-04-25 20:39:47.981137,45,2026-04-25 19:54:47.981137,45.0,False
25,Receiving,2026-04-25 18:02:47.981137,20,,,False
25,Storage,2026-04-25 20:21:47.981137,139,2026-04-25 18:02:47.981137,139.0,True
25,Picking,2026-04-25 20:33:47.981137,12,2026-04-25 20:21:47.981137,12.0,False
25,Packing,2026-04-25 22:31:47.981137,118,2026-04-25 20:33:47.981137,118.0,True
25,Shipping,2026-04-25 23:06:47.981137,35,2026-04-25 22:31:47.981137,35.0,False
26,Receiving,2026-04-25 17:50:47.981137,8,,,False
26,Storage,2026-04-25 19:37:47.981137,107,2026-04-25 17:50:47.981137,107.0,True
26,Picking,2026-04-25 19:56:47.981137,19,2026-04-25 19:37:47.981137,19.0,False
26,Packing,2026-04-25 20:17:47.981137,21,2026-04-25 19:56:47.981137,21.0,False
26,Shipping,2026-04-25 20:51:47.981137,34,2026-04-25 20:17:47.981137,34.0,False
27,Receiving,2026-04-25 17:52:47.981137,10,,,False
27,Storage,2026-04-25 20:18:47.981137,146,2026-04-25 17:52:47.981137,146.0,True
27,Picking,2026-04-25 21:13:47.981137,55,2026-04-25 20:18:47.981137,55.0,False
27,Packing,2026-04-25 21:33:47.981137,20,2026-04-25 21:13:47.981137,20.0,False
27,Shipping,2026-04-25 22:14:47.981137,41,2026-04-25 21:33:47.981137,41.0,False
28,Receiving,2026-04-25 17:56:47.981137,14,,,False
28,Storage,2026-04-25 20:34:47.981137,158,2026-04-25 17:56:47.981137,158.0,True
28,Picking,2026-04-25 21:52:47.981137,78,2026-04-25 20:34:47.981137,78.0,False
28,Packing,2026-04-25 21:57:47.981137,5,2026-04-25 21:52:47.981137,5.0,False
28,Shipping,2026-04-25 22:30:47.981137,33,2026-04-25 21:57:47.981137,33.0,False
29,Receiving,2026-04-25 17:54:47.981137,12,,,False
29,Storage,2026-04-25 20:20:47.981137,146,2026-04-25 17:54:47.981137,146.0,True
29,Picking,2026-04-25 20:30:47.981137,10,2026-04-25 20:20:47.981137,10.0,False
29,Packing,2026-04-25 20:58:47.981137,28,2026-04-25 20:30:47.981137,28.0,False
29,Shipping,2026-04-25 22:15:47.981137,77,2026-04-25 20:58:47.981137,77.0,False
30,Receiving,2026-04-25 17:58:47.981137,16,,,False
30,Storage,2026-04-25 18:34:47.981137,36,2026-04-25 17:58:47.981137,36.0,False
30,Picking,2026-04-25 19:04:47.981137,30,2026-04-25 18:34:47.981137,30.0,False
30,Packing,2026-04-25 19:10:47.981137,6,2026-04-25 19:04:47.981137,6.0,False
30,Shipping,2026-04-25 19:44:47.981137,34,2026-04-25 19:10:47.981137,34.0,False
31,Receiving,2026-04-25 19:15:47.981137,93,,,True
31,Storage,2026-04-25 20:43:47.981137,88,2026-04-25 19:15:47.981137,88.0,False
31,Picking,2026-04-25 21:08:47.981137,25,2026-04-25 20:43:47.981137,25.0,False
31,Packing,2026-04-25 21:17:47.981137,9,2026-04-25 21:08:47.981137,9.0,False
31,Shipping,2026-04-25 21:46:47.981137,29,2026-04-25 21:17:47.981137,29.0,False
32,Receiving,2026-04-25 18:01:47.981137,19,,,False
32,Storage,2026-04-25 18:53:47.981137,52,2026-04-25 18:01:47.981137,52.0,False
32,Picking,2026-04-25 19:08:47.981137,15,2026-04-25 18:53:47.981137,15.0,False
32,Packing,2026-04-25 21:13:47.981137,125,2026-04-25 19:08:47.981137,125.0,True
32,Shipping,2026-04-25 21:41:47.981137,28,2026-04-25 21:13:47.981137,28.0,False
33,Receiving,2026-04-25 18:25:47.981137,43,,,False
33,Storage,2026-04-25 21:11:47.981137,166,2026-04-25 18:25:47.981137,166.0,True
33,Picking,2026-04-25 22:06:47.981137,55,2026-04-25 21:11:47.981137,55.0,False
33,Packing,2026-04-25 22:25:47.981137,19,2026-04-25 22:06:47.981137,19.0,False
33,Shipping,2026-04-25 23:09:47.981137,44,2026-04-25 22:25:47.981137,44.0,False
34,Receiving,2026-04-25 18:44:47.981137,62,,,False
34,Storage,2026-04-25 20:53:47.981137,129,2026-04-25 18:44:47.981137,129.0,True
34,Picking,2026-04-25 21:07:47.981137,14,2026-04-25 20:53:47.981137,14.0,False
34,Packing,2026-04-25 21:16:47.981137,9,2026-04-25 21:07:47.981137,9.0,False
34,Shipping,2026-04-25 21:56:47.981137,40,2026-04-25 21:16:47.981137,40.0,False
35,Receiving,2026-04-25 18:00:47.981137,18,,,False
35,Storage,2026-04-25 19:56:47.981137,116,2026-04-25 18:00:47.981137,116.0,True
35,Picking,2026-04-25 20:12:47.981137,16,2026-04-25 19:56:47.981137,16.0,False
35,Packing,2026-04-25 20:17:47.981137,5,2026-04-25 20:12:47.981137,5.0,False
35,Shipping,2026-04-25 20:31:47.981137,14,2026-04-25 20:17:47.981137,14.0,False
36,Receiving,2026-04-25 17:52:47.981137,10,,,False
36,Storage,2026-04-25 20:09:47.981137,137,2026-04-25 17:52:47.981137,137.0,True
36,Picking,2026-04-25 21:00:47.981137,51,2026-04-25 20:09:47.981137,51.0,False
36,Packing,2026-04-25 21:22:47.981137,22,2026-04-25 21:00:47.981137,22.0,False
36,Shipping,2026-04-25 21:40:47.981137,18,2026-04-25 21:22:47.981137,18.0,False
37,Receiving,2026-04-25 17:47:47.981137,5,,,False
37,Storage,2026-04-25 18:52:47.981137,65,2026-04-25 17:47:47.981137,65.0,False
37,Picking,2026-04-25 19:30:47.981137,38,2026-04-25 18:52:47.981137,38.0,False
37,Packing,2026-04-25 19:40:47.981137,10,2026-04-25 19:30:47.981137,10.0,False
37,Shipping,2026-04-25 19:52:47.981137,12,2026-04-25 19:40:47.981137,12.0,False
38,Receiving,2026-04-25 20:02:47.981137,140,,,True
38,Storage,2026-04-25 22:13:47.981137,131,2026-04-25 20:02:47.981137,131.0,True
38,Picking,2026-04-25 23:11:47.981137,58,2026-04-25 22:13:47.981137,58.0,False
38,Packing,2026-04-25 23:41:47.981137,30,2026-04-25 23:11:47.981137,30.0,False
38,Shipping,2026-04-26 00:02:47.981137,21,2026-04-25 23:41:47.981137,21.0,False
39,Receiving,2026-04-25 17:55:47.981137,13,,,False
39,Storage,2026-04-25 19:28:47.981137,93,2026-04-25 17:55:47.981137,93.0,True
39,Picking,2026-04-25 19:42:47.981137,14,2026-04-25 19:28:47.981137,14.0,False
39,Packing,2026-04-25 20:09:47.981137,27,2026-04-25 19:42:47.981137,27.0,False
39,Shipping,2026-04-25 20:20:47.981137,11,2026-04-25 20:09:47.981137,11.0,False
40,Receiving,2026-04-25 17:51:47.981137,9,,,False
40,Storage,2026-04-25 19:05:47.981137,74,2026-04-25 17:51:47.981137,74.0,False
40,Picking,2026-04-25 19:42:47.981137,37,2026-04-25 19:05:47.981137,37.0,False
40,Packing,2026-04-25 19:55:47.981137,13,2026-04-25 19:42:47.981137,13.0,False
40,Shipping,2026-04-25 20:38:47.981137,43,2026-04-25 19:55:47.981137,43.0,False
41,Receiving,2026-04-25 17:55:47.981137,13,,,False
41,Storage,2026-04-25 20:15:47.981137,140,2026-04-25 17:55:47.981137,140.0,True
41,Picking,2026-04-25 20:25:47.981137,10,2026-04-25 20:15:47.981137,10.0,False
41,Packing,2026-04-25 20:38:47.981137,13,2026-04-25 20:25:47.981137,13.0,False
41,Shipping,2026-04-25 21:21:47.981137,43,2026-04-25 20:38:47.981137,43.0,False
42,Receiving,2026-04-25 19:34:47.981137,112,,,True
42,Storage,2026-04-25 21:09:47.981137,95,2026-04-25 19:34:47.981137,95.0,True
42,Picking,2026-04-25 22:42:47.981137,93,2026-04-25 21:09:47.981137,93.0,True
42,Packing,2026-04-25 23:11:47.981137,29,2026-04-25 22:42:47.981137,29.0,False
42,Shipping,2026-04-25 23:34:47.981137,23,2026-04-25 23:11:47.981137,23.0,False
43,Receiving,2026-04-25 17:53:47.981137,11,,,False
43,Storage,2026-04-25 19:45:47.981137,112,2026-04-25 17:53:47.981137,112.0,True
43,Picking,2026-04-25 20:20:47.981137,35,2026-04-25 19:45:47.981137,35.0,False
43,Packing,2026-04-25 20:34:47.981137,14,2026-04-25 20:20:47.981137,14.0,False
43,Shipping,2026-04-25 21:49:47.981137,75,2026-04-25 20:34:47.981137,75.0,False
44,Receiving,2026-04-25 17:59:47.981137,17,,,False
44,Storage,2026-04-25 20:34:47.981137,155,2026-04-25 17:59:47.981137,155.0,True
44,Picking,2026-04-25 21:05:47.981137,31,2026-04-25 20:34:47.981137,31.0,False
44,Packing,2026-04-25 21:28:47.981137,23,2026-04-25 21:05:47.981137,23.0,False
44,Shipping,2026-04-25 22:03:47.981137,35,2026-04-25 21:28:47.981137,35.0,False
45,Receiving,2026-04-25 17:51:47.981137,9,,,False
45,Storage,2026-04-25 19:53:47.981137,122,2026-04-25 17:51:47.981137,122.0,True
45,Picking,2026-04-25 20:27:47.981137,34,2026-04-25 19:53:47.981137,34.0,False
45,Packing,2026-04-25 22:08:47.981137,101,2026-04-25 20:27:47.981137,101.0,True
45,Shipping,2026-04-25 22:40:47.981137,32,2026-04-25 22:08:47.981137,32.0,False
46,Receiving,2026-04-25 18:01:47.981137,19,,,False
46,Storage,2026-04-25 20:50:47.981137,169,2026-04-25 18:01:47.981137,169.0,True
46,Picking,2026-04-25 21:40:47.981137,50,2026-04-25 20:50:47.981137,50.0,False
46,Packing,2026-04-25 21:45:47.981137,5,2026-04-25 21:40:47.981137,5.0,False
46,Shipping,2026-04-25 22:28:47.981137,43,2026-04-25 21:45:47.981137,43.0,False
47,Receiving,2026-04-25 17:58:47.981137,16,,,False
47,Storage,2026-04-25 20:20:47.981137,142,2026-04-25 17:58:47.981137,142.0,True
47,Picking,2026-04-25 20:57:47.981137,37,2026-04-25 20:20:47.981137,37.0,False
47,Packing,2026-04-25 21:21:47.981137,24,2026-04-25 20:57:47.981137,24.0,False
47,Shipping,2026-04-25 22:01:47.981137,40,2026-04-25 21:21:47.981137,40.0,False
48,Receiving,2026-04-25 17:56:47.981137,14,,,False
48,Storage,2026-04-25 20:28:47.981137,152,2026-04-25 17:56:47.981137,152.0,True
48,Picking,2026-04-25 20:41:47.981137,13,2026-04-25 20:28:47.981137,13.0,False
48,Packing,2026-04-25 20:48:47.981137,7,2026-04-25 20:41:47.981137,7.0,False
48,Shipping,2026-04-25 21:32:47.981137,44,2026-04-25 20:48:47.981137,44.0,False
49,Receiving,2026-04-25 17:49:47.981137,7,,,False
49,Storage,2026-04-25 20:26:47.981137,157,2026-04-25 17:49:47.981137,157.0,True
49,Picking,2026-04-25 21:16:47.981137,50,2026-04-25 20:26:47.981137,50.0,False
49,Packing,2026-04-25 21:30:47.981137,14,2026-04-25 21:16:47.981137,14.0,False
49,Shipping,2026-04-25 21:42:47.981137,12,2026-04-25 21:30:47.981137,12.0,False
50,Receiving,2026-04-25 17:56:47.981137,14,,,False
50,Storage,2026-04-25 20:47:47.981137,171,2026-04-25 17:56:47.981137,171.0,True
50,Picking,2026-04-25 21:44:47.981137,57,2026-04-25 20:47:47.981137,57.0,False
50,Packing,2026-04-25 23:59:47.981137,135,2026-04-25 21:44:47.981137,135.0,True
50,Shipping,2026-04-26 02:07:47.981137,128,2026-04-25 23:59:47.981137,128.0,True
51,Receiving,2026-04-25 18:01:47.981137,19,,,False
51,Storage,2026-04-25 19:09:47.981137,68,2026-04-25 18:01:47.981137,68.0,False
51,Picking,2026-04-25 19:37:47.981137,28,2026-04-25 19:09:47.981137,28.0,False
51,Packing,2026-04-25 19:52:47.981137,15,2026-04-25 19:37:47.981137,15.0,False
51,Shipping,2026-04-25 20:18:47.981137,26,2026-04-25 19:52:47.981137,26.0,False
52,Receiving,2026-04-25 18:02:47.981137,20,,,False
52,Storage,2026-04-25 20:42:47.981137,160,2026-04-25 18:02:47.981137,160.0,True
52,Picking,2026-04-25 21:36:47.981137,54,2026-04-25 20:42:47.981137,54.0,False
52,Packing,2026-04-25 21:49:47.981137,13,2026-04-25 21:36:47.981137,13.0,False
52,Shipping,2026-04-25 22:31:47.981137,42,2026-04-25 21:49:47.981137,42.0,False
53,Receiving,2026-04-25 18:02:47.981137,20,,,False
53,Storage,2026-04-25 20:24:47.981137,142,2026-04-25 18:02:47.981137,142.0,True
53,Picking,2026-04-25 20:53:47.981137,29,2026-04-25 20:24:47.981137,29.0,False
53,Packing,2026-04-25 21:08:47.981137,15,2026-04-25 20:53:47.981137,15.0,False
53,Shipping,2026-04-25 21:45:47.981137,37,2026-04-25 21:08:47.981137,37.0,False
54,Receiving,2026-04-25 17:56:47.981137,14,,,False
54,Storage,2026-04-25 19:49:47.981137,113,2026-04-25 17:56:47.981137,113.0,True
54,Picking,2026-04-25 20:00:47.981137,11,2026-04-25 19:49:47.981137,11.0,False
54,Packing,2026-04-25 20:25:47.981137,25,2026-04-25 20:00:47.981137,25.0,False
54,Shipping,2026-04-25 20:57:47.981137,32,2026-04-25 20:25:47.981137,32.0,False
55,Receiving,2026-04-25 19:40:47.981137,118,,,True
55,Storage,2026-04-25 22:33:47.981137,173,2026-04-25 19:40:47.981137,173.0,True
55,Picking,2026-04-25 23:02:47.981137,29,2026-04-25 22:33:47.981137,29.0,False
55,Packing,2026-04-25 23:20:47.981137,18,2026-04-25 23:02:47.981137,18.0,False
55,Shipping,2026-04-26 00:33:47.981137,73,2026-04-25 23:20:47.981137,73.0,False
56,Receiving,2026-04-25 19:32:47.981137,110,,,True
56,Storage,2026-04-25 21:24:47.981137,112,2026-04-25 19:32:47.981137,112.0,True
56,Picking,2026-04-25 22:02:47.981137,38,2026-04-25 21:24:47.981137,38.0,False
56,Packing,2026-04-25 22:27:47.981137,25,2026-04-25 22:02:47.981137,25.0,False
56,Shipping,2026-04-25 23:05:47.981137,38,2026-04-25 22:27:47.981137,38.0,False
57,Receiving,2026-04-25 18:01:47.981137,19,,,False
57,Storage,2026-04-25 18:42:47.981137,41,2026-04-25 18:01:47.981137,41.0,False
57,Picking,2026-04-25 19:31:47.981137,49,2026-04-25 18:42:47.981137,49.0,False
57,Packing,2026-04-25 20:56:47.981137,85,2026-04-25 19:31:47.981137,85.0,False
57,Shipping,2026-04-25 21:18:47.981137,22,2026-04-25 20:56:47.981137,22.0,False
58,Receiving,2026-04-25 17:57:47.981137,15,,,False
58,Storage,2026-04-25 19:11:47.981137,74,2026-04-25 17:57:47.981137,74.0,False
58,Picking,2026-04-25 19:32:47.981137,21,2026-04-25 19:11:47.981137,21.0,False
58,Packing,2026-04-25 21:21:47.981137,109,2026-04-25 19:32:47.981137,109.0,True
58,Shipping,2026-04-25 21:47:47.981137,26,2026-04-25 21:21:47.981137,26.0,False
59,Receiving,2026-04-25 18:02:47.981137,20,,,False
59,Storage,2026-04-25 20:10:47.981137,128,2026-04-25 18:02:47.981137,128.0,True
59,Picking,2026-04-25 20:25:47.981137,15,2026-04-25 20:10:47.981137,15.0,False
59,Packing,2026-04-25 22:08:47.981137,103,2026-04-25 20:25:47.981137,103.0,True
59,Shipping,2026-04-25 22:41:47.981137,33,2026-04-25 22:08:47.981137,33.0,False
60,Receiving,2026-04-25 18:51:47.981137,69,,,False
60,Storage,2026-04-25 20:23:47.981137,92,2026-04-25 18:51:47.981137,92.0,True
60,Picking,2026-04-25 20:36:47.981137,13,2026-04-25 20:23:47.981137,13.0,False
60,Packing,2026-04-25 21:00:47.981137,24,2026-04-25 20:36:47.981137,24.0,False
60,Shipping,2026-04-25 21:14:47.981137,14,2026-04-25 21:00:47.981137,14.0,False
61,Receiving,2026-04-25 19:15:47.981137,93,,,True
61,Storage,2026-04-25 20:34:47.981137,79,2026-04-25 19:15:47.981137,79.0,False
61,Picking,2026-04-25 21:11:47.981137,37,2026-04-25 20:34:47.981137,37.0,False
61,Packing,2026-04-25 21:22:47.981137,11,2026-04-25 21:11:47.981137,11.0,False
61,Shipping,2026-04-25 21:54:47.981137,32,2026-04-25 21:22:47.981137,32.0,False
62,Receiving,2026-04-25 17:52:47.981137,10,,,False
62,Storage,2026-04-25 18:46:47.981137,54,2026-04-25 17:52:47.981137,54.0,False
62,Picking,2026-04-25 19:24:47.981137,38,2026-04-25 18:46:47.981137,38.0,False
62,Packing,2026-04-25 19:30:47.981137,6,2026-04-25 19:24:47.981137,6.0,False
62,Shipping,2026-04-25 21:36:47.981137,126,2026-04-25 19:30:47.981137,126.0,True
63,Receiving,2026-04-25 17:56:47.981137,14,,,False
63,Storage,2026-04-25 20:09:47.981137,133,2026-04-25 17:56:47.981137,133.0,True
63,Picking,2026-04-25 21:50:47.981137,101,2026-04-25 20:09:47.981137,101.0,True
63,Packing,2026-04-25 22:12:47.981137,22,2026-04-25 21:50:47.981137,22.0,False
63,Shipping,2026-04-26 00:22:47.981137,130,2026-04-25 22:12:47.981137,130.0,True
64,Receiving,2026-04-25 17:52:47.981137,10,,,False
64,Storage,2026-04-25 19:54:47.981137,122,2026-04-25 17:52:47.981137,122.0,True
64,Picking,2026-04-25 20:25:47.981137,31,2026-04-25 19:54:47.981137,31.0,False
64,Packing,2026-04-25 20:40:47.981137,15,2026-04-25 20:25:47.981137,15.0,False
64,Shipping,2026-04-25 20:56:47.981137,16,2026-04-25 20:40:47.981137,16.0,False
65,Receiving,2026-04-25 17:51:47.981137,9,,,False
65,Storage,2026-04-25 18:45:47.981137,54,2026-04-25 17:51:47.981137,54.0,False
65,Picking,2026-04-25 19:12:47.981137,27,2026-04-25 18:45:47.981137,27.0,False
65,Packing,2026-04-25 19:26:47.981137,14,2026-04-25 19:12:47.981137,14.0,False
65,Shipping,2026-04-25 19:58:47.981137,32,2026-04-25 19:26:47.981137,32.0,False
